CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Sterling Management LLP,01001121,,,192 High Street,,Edinburgh,,United Kingdom,W1D 3NE,Private Limited Company,Active,United Kingdom,,24/01/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001121
Harbourview Partners LTD,01001122,,,132 Queens Road,,Leeds,,United Kingdom,SW1A 9GA,Private Limited Company,Active,United Kingdom,,27/02/2012,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001122
Ironbridge Assets LTD,01001123,,,180 Park View,,Bristol,,United Kingdom,EH1 8YX,Private Limited Company,Active,United Kingdom,,02/07/1996,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001123
Fairhaven Management LLP,01001124,,,156 High Street,,Leeds,,United Kingdom,EC1V 6ET,Private Limited Company,Active,United Kingdom,,15/09/2023,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001124
Meridian Resources PLC,01001125,,,155 Queens Road,,London,,United Kingdom,EC1V 7ET,Private Limited Company,Dissolved,United Kingdom,,25/05/2021,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001125
Ludgate Management LTD,01001126,,,69 Manor Way,,Manchester,,United Kingdom,BS1 5YD,Private Limited Company,Active,United Kingdom,,14/10/2014,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001126
Ravensworth Properties 39 LIMITED,01001127,,,171 Kings Avenue,,Bristol,,United Kingdom,SE1 3DP,Private Limited Company,Active,United Kingdom,,17/03/2018,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001127
Marlborough Ventures LLP,01001128,,,139 Church Lane,,Manchester,,United Kingdom,SW1A 8WG,Private Limited Company,Active,United Kingdom,,03/02/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001128
Beaconsfield Assets 40 PLC,01001129,,,38 Park View,,Cardiff,,United Kingdom,LS1 2WT,Private Limited Company,Active,United Kingdom,,16/11/2014,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001129
Beaconsfield Enterprises PLC,01001130,,,236 Queens Road,,Glasgow,,United Kingdom,BS1 9DR,Private Limited Company,Active,United Kingdom,,15/03/2008,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001130
Thornbury Assets LLP,01001131,,,34 Bridge Street,,Sheffield,,United Kingdom,SE1 7BS,Private Limited Company,Liquidation,United Kingdom,,06/09/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001131
Northgate Trading PLC,01001132,,,181 Park View,,Glasgow,,United Kingdom,CF10 6BU,Private Limited Company,Active,United Kingdom,,11/01/2001,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001132
Ludgate Ventures LLP,01001133,,,218 Queens Road,,Cardiff,,United Kingdom,CF10 3NA,Private Limited Company,Active,United Kingdom,,25/04/2011,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001133
Northgate Trading 6 PLC,SC1001134,,,38 High Street,,Bristol,,United Kingdom,L1 6FJ,Private Limited Company,Active,United Kingdom,,16/05/2024,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1001134
Ludgate Investments LTD,01001135,,,155 Bridge Street,,Birmingham,,United Kingdom,G2 7GW,Private Limited Company,Active,United Kingdom,,13/07/2007,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001135
Whitehall Resources PLC,SC1001136,,,118 High Street,,Cardiff,,United Kingdom,CF10 4QF,Private Limited Company,Active,United Kingdom,,28/09/2013,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001136
Ravensworth Trading LLP,01001137,,,109 Bridge Street,,Liverpool,,United Kingdom,LS1 7ZP,Private Limited Company,Active,United Kingdom,,01/12/2020,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001137
Beaconsfield Partners LTD,01001138,,,191 Queens Road,,Manchester,,United Kingdom,SW1A 4ZP,Private Limited Company,Liquidation,United Kingdom,,15/08/1994,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001138
Meridian Trading LIMITED,01001139,,,225 Mill Lane,,Leeds,,United Kingdom,S1 1QZ,Private Limited Company,Active,United Kingdom,,04/02/1996,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001139
Whitehall Ventures 3 LLP,SC1001140,,,29 High Street,,Glasgow,,United Kingdom,L1 3BN,Private Limited Company,Active,United Kingdom,,10/01/2012,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1001140
Ironbridge Holdings LIMITED,01001141,,,190 Park View,,Leeds,,United Kingdom,BS1 9NX,Private Limited Company,Active,United Kingdom,,23/01/2013,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001141
Pinnacle Enterprises LLP,01001142,,,159 Kings Avenue,,Cardiff,,United Kingdom,L1 2QS,Private Limited Company,Active,United Kingdom,,03/09/2000,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001142
Eastbrook Management 40 LIMITED,01001143,,,9 Church Lane,,Liverpool,,United Kingdom,W1D 9HN,Private Limited Company,Active,United Kingdom,,08/03/2003,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001143
Ashcroft Holdings 11 LIMITED,01001144,,,118 Manor Way,,Birmingham,,United Kingdom,M1 3RG,Private Limited Company,Active,United Kingdom,,21/05/2008,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001144
Aldgate Group PLC,01001145,,,198 Queens Road,,London,,United Kingdom,LS1 5LD,Private Limited Company,Active,United Kingdom,,28/10/2019,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001145
Thornbury Partners LTD,01001146,,,76 Kings Avenue,,Cardiff,,United Kingdom,G2 1BQ,Private Limited Company,Active,United Kingdom,,08/06/2009,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001146
Ludgate Trading 33 LTD,01001147,,,223 Manor Way,,Edinburgh,,United Kingdom,L1 2PF,Private Limited Company,Active,United Kingdom,,18/09/1990,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001147
Thornbury Partners LLP,01001148,,,117 Bridge Street,,Liverpool,,United Kingdom,S1 4PE,Private Limited Company,Dissolved,United Kingdom,,18/08/2020,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001148
Ashcroft Holdings LTD,01001149,,,219 Mill Lane,,Manchester,,United Kingdom,N1 6LJ,Private Limited Company,Dissolved,United Kingdom,,26/08/1995,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001149
Beaconsfield Investments LIMITED,01001150,,,141 Kings Avenue,,Birmingham,,United Kingdom,BS1 4ZW,Private Limited Company,Active,United Kingdom,,06/02/1997,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001150
Gatehouse Assets 32 LLP,01001151,,,67 Mill Lane,,Leeds,,United Kingdom,N1 9AF,Private Limited Company,Dissolved,United Kingdom,,16/02/1997,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001151
Kingsway Properties PLC,01001152,,,240 Manor Way,,Sheffield,,United Kingdom,CF10 6TH,Private Limited Company,Active,United Kingdom,,17/05/1994,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001152
Thornbury Ventures LTD,01001153,,,68 Church Lane,,Bristol,,United Kingdom,CF10 6EW,Private Limited Company,Active,United Kingdom,,23/07/2024,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001153
Kingsway Resources PLC,SC1001154,,,121 Park View,,Liverpool,,United Kingdom,CF10 3PZ,Private Limited Company,Active,United Kingdom,,11/01/2006,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001154
Aldgate Trading PLC,01001155,,,21 Manor Way,,Manchester,,United Kingdom,BS1 5SQ,Private Limited Company,Active,United Kingdom,,25/06/2012,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001155
Gatehouse Properties LTD,01001156,,,167 Kings Avenue,,Edinburgh,,United Kingdom,S1 2NL,Private Limited Company,Active,United Kingdom,,13/01/1990,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001156
Ashcroft Partners LTD,01001157,,,65 Kings Avenue,,Birmingham,,United Kingdom,W1D 8AE,Private Limited Company,Active,United Kingdom,,16/07/2004,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001157
Ludgate Management LIMITED,01001158,,,124 Park View,,Cardiff,,United Kingdom,WC2H 8SQ,Private Limited Company,Active,United Kingdom,,26/01/2018,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001158
Sterling Group PLC,01001159,,,137 Park View,,London,,United Kingdom,G2 9XX,Private Limited Company,Active,United Kingdom,,19/12/2015,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001159
Gatehouse Partners PLC,01001160,,,15 Station Road,,Bristol,,United Kingdom,M1 3UL,Private Limited Company,Active,United Kingdom,,05/07/1998,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001160
Longacre Group PLC,01001161,,,141 Church Lane,,Bristol,,United Kingdom,N1 5QQ,Private Limited Company,Dissolved,United Kingdom,,02/12/1995,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001161
Silverline Holdings LTD,01001162,,,115 Church Lane,,Manchester,,United Kingdom,LS1 6SG,Private Limited Company,Active,United Kingdom,,13/08/1998,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001162
Meridian Capital LLP,01001163,,,177 Church Lane,,Manchester,,United Kingdom,SW1A 6WU,Private Limited Company,Active,United Kingdom,,25/09/2005,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001163
Aldgate Group LTD,01001164,,,86 High Street,,Bristol,,United Kingdom,B3 5JY,Private Limited Company,Active,United Kingdom,,28/12/1997,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001164
Thornbury Capital LTD,01001165,,,107 Bridge Street,,Leeds,,United Kingdom,N1 2FH,Private Limited Company,Liquidation,United Kingdom,,02/11/2001,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001165
Meridian Enterprises 29 LTD,01001166,,,124 Bridge Street,,Glasgow,,United Kingdom,CF10 5EZ,Private Limited Company,Active,United Kingdom,,17/12/2000,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001166
Gatehouse Assets LIMITED,01001167,,,11 Church Lane,,Manchester,,United Kingdom,W1D 3ZP,Private Limited Company,Active,United Kingdom,,25/10/2022,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001167
Gatehouse Ventures LIMITED,01001168,,,115 Bridge Street,,Leeds,,United Kingdom,M1 7HL,Private Limited Company,Active,United Kingdom,,26/03/2011,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001168
Gatehouse Holdings LTD,01001169,,,182 Manor Way,,Glasgow,,United Kingdom,WC2H 5ZU,Private Limited Company,Active,United Kingdom,,11/12/1990,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001169
Marlborough Resources PLC,01001170,,,202 Queens Road,,Glasgow,,United Kingdom,L1 8UU,Private Limited Company,Active,United Kingdom,,13/01/2010,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001170
Eastbrook Trading LLP,01001171,,,148 Queens Road,,Birmingham,,United Kingdom,CF10 7WQ,Private Limited Company,Active,United Kingdom,,09/03/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001171
Marlborough Ventures 13 LTD,01001172,,,140 Church Lane,,Sheffield,,United Kingdom,EH1 5WP,Private Limited Company,Active,United Kingdom,,28/07/2004,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001172
Ironbridge Trading LLP,01001173,,,114 Mill Lane,,Birmingham,,United Kingdom,SW1A 6LU,Private Limited Company,Active,United Kingdom,,26/08/2017,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001173
Sterling Holdings LTD,01001174,,,249 Mill Lane,,Glasgow,,United Kingdom,M1 8UZ,Private Limited Company,Active,United Kingdom,,08/09/2003,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001174
Ludgate Group LTD,01001175,,,193 Manor Way,,Birmingham,,United Kingdom,CF10 5XS,Private Limited Company,Active,United Kingdom,,11/06/1997,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001175
Blackwater Investments LIMITED,01001176,,,218 Victoria Road,,London,,United Kingdom,EH1 6SW,Private Limited Company,Active,United Kingdom,,26/12/1991,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001176
Ravensworth Holdings 27 PLC,01001177,,,1 Station Road,,Leeds,,United Kingdom,EH1 7FS,Private Limited Company,Active,United Kingdom,,13/06/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001177
Crestwood Resources 40 LIMITED,01001178,,,116 Manor Way,,Edinburgh,,United Kingdom,G2 3AP,Private Limited Company,Active,United Kingdom,,23/01/2002,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001178
Camberwell Enterprises LTD,SC1001179,,,112 Mill Lane,,Birmingham,,United Kingdom,SW1A 6XJ,Private Limited Company,Active,United Kingdom,,11/06/1990,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1001179
Crestwood Group PLC,01001180,,,213 Station Road,,Sheffield,,United Kingdom,W1D 1WQ,Private Limited Company,Active,United Kingdom,,15/09/2000,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001180
Thornbury Resources LTD,01001181,,,148 Manor Way,,Birmingham,,United Kingdom,SW1A 8HJ,Private Limited Company,Active,United Kingdom,,03/01/2017,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001181
Camberwell Management LIMITED,01001182,,,41 Park View,,Glasgow,,United Kingdom,N1 4GA,Private Limited Company,Active,United Kingdom,,24/01/2004,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001182
Camberwell Management 23 LLP,01001183,,,48 Bridge Street,,Glasgow,,United Kingdom,WC2H 5JU,Private Limited Company,Active,United Kingdom,,25/11/2010,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001183
Blackwater Investments 10 LTD,01001184,,,50 Bridge Street,,Leeds,,United Kingdom,M1 2HE,Private Limited Company,Active,United Kingdom,,27/06/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001184
Thornbury Properties LIMITED,01001185,,,249 Queens Road,,Sheffield,,United Kingdom,CF10 8HU,Private Limited Company,Active,United Kingdom,,26/08/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001185
